id,sent,softmatch_score,softmatch,soft_svm
1353, 后来 听说 一个 妹妹 人物二 长得 非常 漂亮 温柔 妩媚 人物一 自愧不如 便 下令 招入 宫中 姐妹 俱为 婕妤 贵倾 后宫,0.8405347,1,1
1357, 人物一 人物二 责任 坏 女人 主要 责任 君王 身上,0.8405756,1,1
1375, 人物一 一听 妹妹 不认账 气得 抓起 桌上 酒杯 人物二 砸 过去 老鼠 想 咬,0.848729,1,1
1377, 竟 穿越 汉朝 成 臭名昭著 祸水 人物二 姐姐 人物一 争抢 同一个 男人 究竟 发生,0.8535486,1,1
1388, 竟 穿越 汉朝 成 祸水 人物二 姐姐 人物一 争抢 同一个 同一个 男人 究竟 发生,0.85051584,1,1
1417, 燕赤凤 汉书 中 人物一 人物二 两姐妹 汉书 有云 自鸿嘉后 稍 隆于 宠,0.8640537,1,1
1419, 六月 封 人物一 皇后 封 人物二 为昭仪 大赦天下,0.8626995,1,1
1423, 后来 人物一 人物二 姐妹 入宫 受宠 十分 嫉妒 班婕 汉成帝 心目 中 地位 便 设计 陷害 班婕,0.86717534,1,1
1425, 人物 亦念子 帝姬 刘骜 人物一 人物二 甄宓 曹丕 曹植 曹操 李隆基 杨玉环,0.843351,1,1
1426, 说 麝香 放入 妓女 肚脐 避孕 堪称 中国 红颜 祸水 人物一 人物二 两 姊妹 记载 采取 避孕措施,0.8202682,1,1
1432, 人物一 大方 不像 女人 争风吃醋 可能 有福同享 可能 加强 阵营 妹妹 人物二 介绍 进来 供 成帝 享用,0.85042083,1,1
1443, 人物一 听 妹妹 诉说 感动 眼泪 直流 头上 紫玉九雏钗 取下 簪 人物二 发髻,0.8604675,1,1
1445, 后来 听说 一个 妹妹 人物二 长得 非常 漂亮 温柔 多情 人物一 自愧不如 便 下令 招入 宫中 姐妹 俱为 婕妤 贵倾 后宫,0.8402154,1,1
1462, 一条 人影 缓缓 飘至 看着 妹子 眼神 满是 宠 溺之色 人物二 愤愤 住手 拉着 人物一 胳膊 哥 明天 臭手 扔 喂狗,0.80716074,1,1
1466, 苏旷 存心 取笑 伸手 捏 人物二 胖乎乎 脸蛋 看见 人物一 冰冷 目光 讪笑 收回 手来,0.8429424,1,1
1470, 人物一 黑冰 剧本 觉得 本子 写 不错 担心 怀孕 拍戏 危险 说服 人物二 黑冰 晚点 生 孩子,0.81216747,1,1
1475, 孙玉厚 路遥 平凡 世界 里 一个 伟大 父亲 人物一 孙少平 孙 兰花 人物二 四个 优秀 子女,0.8457279,1,1
1477, 详细 介绍 平凡 世界 中 人物二 孙家 最小 孩子 孙玉厚 女儿 人物一 孙少平 妹妹,0.8160947,1,1
1478, 最大 成就 事情 最大 成就 培养 出 人物一 孙少平 人物二 三个 优秀 子女,0.83974016,1,1
1479, 人物二 详细 介绍 平凡 世界 中 人物二 孙家 最小 孩子 孙玉厚 女儿 人物一 孙少平 妹妹,0.8257474,1,1
1484, 人物一 蒙古 公主 赵敏 青梅竹马 小伙伴 周芷若 表妹 人物二 少女 小昭 爱幕 不知所措 难以 取舍,0.8896537,1,1
1494, 人物一 刁蛮 可人 蒙古 公主 赵敏 青梅 竹骊 周芷若 表妹 人物二 明教 侍女 小昭 爱幕 不知所措 难以 取舍,0.8846285,1,1
1495, 万安 寺 中 临危受命 答应 灭绝师太 接任 掌门 荒岛 使计害 人物二 嫁祸 赵敏 拿走 屠龙刀 倚天剑 人物一 订立 婚约,0.8659193,1,1
1523, 柳 银环 生 龙凤胎 男叫 人物一 女 人物二,0.8739768,1,1
1527, 人物一 人物二 小说 中 薛仁贵 之子 女,0.82411325,1,1
1534, 程咬金 听 少女 人物二 羞涩 含蓄 回报 明白 窦仙童 看上 人物一 听 更为 羞涩 含蓄 汇报 明白 窦一虎 看上 人物二,0.81313443,1,1
1554, 人物二 最后 归宿 人物一 寻回 儿时 玩伴 表姊 自小 便 三分 表姊 真心 维护 能力 做,0.84636897,1,1
1555, 两口 相差 半载 年纪 人物一 秀雅 文静 人物二 却是 十分 活泼 两个 性格 截然不同,0.83068776,1,1
1568, 李莫愁 於 绝情谷 身中 情花 之毒 武氏兄弟 人物一 人物二 围攻 最终 葬身 於 火海 之中,0.8560035,1,1
1578, 性情 内敛 武功 中 表妹 人物二 武功 低微 牙 尖嘴利 往往 自不量力 惹事生非 得罪人 人物一 收场,0.8588093,1,1
1594, 人物二 得寸进尺 演完 第一个 打通 手机 哥哥 人物一 说 老妹 演得 进步 特别 语言 哥哥 觉得 满意,0.8224437,1,1
1595, 人物一 站 一动 不敢 动 人物二 走 妈妈 身边 摇着 妈妈 手 说 妈妈 饿 哥哥 炒,0.81912214,1,1
1602, 人物一 苏醒 人物二 赶回 团里 没 成家 平时 吃 食堂,0.84050053,1,1
