id,sent,softmatch_score,softmatch,soft_svm
1205, 今天 中国 大陆 岁 很少 知道 笔下 人物一 人物二 舒克和贝塔,0.8492266,1,0
1216, 说 年代 出生 郑渊洁 有着 别样 感情 人物一 人物二 童话 形象 曾经 滋养 幼时 心灵,0.81533843,1,0
1223, 人物一 罐头 小人 内容简介 人物二 开 午餐 罐头 时 发现 里面 没有 肉 五个 火柴 大小 小人,0.8131421,1,0
1234, 长影 集团 党委书记 兼 长影 世纪 城 董事长 刘丽娟 宣布 人物一 人物二 成为 长影 世纪 城 吉祥物 郑渊洁 互赠 礼物,0.8052328,1,0
1245, 人物一 人物二 星辰 变 世界 里 成为 对手 会 化解 危机 回到 现代 时空,0.82086414,1,0
1250, 一个 偶然 机会 红 沙发 音乐 城 人物二 发现 家里 红 沙发 传出 悦耳 音乐声 人物一 保守 秘密 如痴如醉,0.8403682,1,0
1252, 笔下 人物一 人物二 舒克 贝塔 罗克 中国 拥有 亿万 读者 成年人 吸引 童话 被誉为 适合 全家 所有人 阅读,0.8002801,1,0
1262, 这是 一个 璀璨夺目 奇思妙想 好像 人物一 人物二 重新 回到 回忆 中,0.8397389,1,0
1292, 笔下 人物一 人物二 舒克 贝塔 罗克 中国 拥有 亿万 读者 成年人 吸引 童话 被誉为 适合 全家 所有人 阅读,0.8002801,1,0
1314, 人物一 人物二 故事 郑渊洁 著 学苑 出版社 出版 图书,0.800238,1,0
1320, 人物一 人物二 好玩 经历 收集 卷 郑渊洁 童话 全集 里 以后 会 陆续 知道,0.8044027,1,0
1340, 人物一 和红 沙发 音乐 城 内容梗概 人物二 听诊器 听到 家里 沙发 里 传出 音乐声 音乐 非常 好听,0.8478029,1,0
1486, 赵敏 抓住 六大 派 峨嵋派 手中 夺得 倚天剑 人物一 小昭 赵敏 周芷若 人物二 一起 接 金毛狮 王 谢逊 回 中原,0.84992504,1,0
1532, 年 人物一 传奇 饰 人物二,0.8009208,1,0
1549, 到来 会 杨过 小龙女 带来 改变 人物二 人物一 薄命 红颜 命运 是否 会 改变 下去 知道,0.80179286,1,0
1552, 遇到 柯镇恶 之后 一定 马上 嘉兴 人物一 人物二 住所 旁边 民房 里面 找段 老 中间 不要 做 段 老将 过世,0.8086738,1,0
1560, 少年 发誓 决计 不会 姑姑 独守 十六年 寂寞 李莫愁 闲身 空恨 不会 人物一 人物二 苦熬 年华,0.83982825,1,0
1564, 人物一 听 这话 不禁 生气 挂念 杨过 无意 争 闲气 示意 人物二 找 杨过,0.8325446,1,0
1575, 小龙女 经历 是否 会 不同 人物一 人物二 是否 还会 孤独 一生,0.837919,1,0
1577, 杨过 告别 人物二 人物一 后于 山岭 间 信步而行 时 无意 中 遇到 金轮法王 师徒 一行 帮 疗伤 杨过 要求 国师 帮 报仇,0.8375998,1,0
1586, 不想 改变 南帝 变 东邪 变 郭靖 变 黄蓉变 杨过 变 小龙女 变 人物一 变 人物二 变,0.80044454,1,0
1597, 月 日 人物一 生日 人物二 拎 一只 大大的 蛋糕 找 一帮 朋友 医院 里 哥哥 过生日,0.8184545,1,0
1599, 人物一 表演 人物二 每场 落 一部 不少 认真 观看 发现 哥哥 问题 马上 会 指出,0.8484833,1,0
1600, 一天 晚上 父母 演出 人物一 问 人物二 月儿 想 吃 炒面 ﹖ 人物二 根本 知道 炒面 点头 同意,0.81921476,1,0
1609, 故事 贾琏 听从 人物一 主张 人物二 意见 外出 公干 路上 遇到 薛蟠 柳湘莲,0.8655882,1,0
1822, 人物一 见 人物二 决心 告诉 众人 线索,0.8592011,1,0
1905, 人物二 女 年 出生 英文 名为 哥哥 人物一 著名 音乐 周华健 女儿 台湾 就读 英国 学校,0.8182721,1,0
2016, 人物二 回答 说 有个 人物一 最好 学习 从不 怒火 转移 身上 再犯 同样 过失,0.8126834,1,0
2032, 清楚 发现 人物二 爱 学生 爱 人物一 爱子 路 爱子 贡,0.83255726,1,0
2085, 雍 译文 人物二 说 人物一 心 长时间 离开 仁德 学生 只能 短时间 做到 仁,0.80278105,1,0
2086, 人物二 曰 人物一 好学 迁怒 贰,0.8792878,1,0
2095, 人物二 曾经 称赞 说 人物一 好学 迁怒 不二 一箪食 一瓢 饮 居 陋巷 不堪其忧 回 不改其乐 贤哉 回,0.8240384,1,0
2098, 一天 人物二 故意 问 子贡 人物一 相比 到底 强,0.83133006,1,0
2133, 人物二 曰 人物一 好学 迁怒 贰,0.8792878,1,0
2176, 人物二 认为 得意 弟子 论语 中 记载 人物一 处 总是 称赞,0.8577602,1,0
2194, 白天 睡 人物一 讨米 讨 回来 煮饭 快要 熟 时 人物二 看见 人物一 用手 抓 锅里 饭 吃,0.8237055,1,0
2241, 三千 弟子 中 人物二 喜欢 学生 人物一 好学不倦 始终 努力 实践 人物二 理想 迁怒 贰 修养,0.85382897,1,0
2245, 子贡 出去 以后 人物一 进来 人物二 问 同样 问题,0.82765746,1,0
2269, 人物二 回答 说 有个 人物一 最好 学习 从不 怒火 转移 身上 再犯 同样 过失,0.8126834,1,0
2283, 人物一 请教 人物二 说 孟孙才 母亲 死 哭泣 时 没有 一滴 眼泪 心中 不觉 悲伤 居丧 时 哀痛,0.8080046,1,0
2303, 看到 隆德 会 看到 内敛 沉静 深厚 令人 想到 人物二 学生 人物一 评价 贤者 回,0.81082046,1,0
2315, 人物二 听 柳 下季 劝告 弟子 人物一 驾车 一个 弟子 子贡 当侍 前去 会见 盗 跖,0.8525097,1,0
2324, 人物二 曰 人物一 好学 迁怒 贰 不幸 短命 死,0.8670108,1,0
2326, 听 伯牙 问话 打柴 笑 回答 先生 刚才 弹 人物二 赞叹 弟子 人物一 曲谱 可惜 弹到 第四句 琴弦 断,0.8262834,1,0
2334, 一次 人物二 抓住 人物一 饮食起居 问题 发挥 一通 认为 人物一 太 高尚 可能 做到 事 做到 值得 学习,0.83685285,1,0
2342, 人物二 回答 说 一个 人物一 学生 好学 不幸 短命 死,0.83604395,1,0
2366, 人物二 哭 悲伤 说道 人物一 好学 弟子 学生 更加 亲近,0.864257,1,0
2370, 论语 雍 人物二 曰 人物一 好学 不迁始 贰,0.8869749,1,0
2371, 本文 写 人物二 子贡 讨论 人物一 子贡 两人 中 最好 一段 谈话,0.8209368,1,0
2378, 人物二 回答 说 有个 人物一 学生 喜欢 学习 怒气 转移 头上 重复 犯 同样 错误,0.8278836,1,0
2385, 人物二 曰 人物一 好学 迁怒 贰,0.8792878,1,0
2395, 人物二 说 曾经 有个 人物一 学生 好学 乱 发脾气 不犯 两次 错误 不幸 短命 死,0.84657806,1,0
2429, 人物一 没有 办法 回答 进入 内室 告诉 人物二,0.8052555,1,0
2461, 人物二 回答 说 有个 人物一 最好 学 从不 脾气 发到 身上 重犯 同样 错误,0.80139023,1,0
2462, 正 准备 打发 走 樵夫 当即 说 大人 刚才 弹 曲子 莫不是 人物二 叹 人物一 中 段落,0.8062151,1,0
2482, ⑤ 醯 鸡句 庄子 田子方 载 人物二 见 老 聃 问道 人物一 说 丘之于 道 犹 醯 鸡,0.80077523,1,0
2501, 人物二 曰 人物一 好学 迁怒 贰,0.8792878,1,0
2538, 人物二 说 人物一 心 长时间 离开 仁德 学生 只能 短时间 做到 仁,0.80686724,1,0
2554, 人物二 曰 人物一 好学 迁怒 ① 贰 ② 不幸 短命 死 ③,0.85460013,1,0
2570, ④ 先师 先圣 祭祀 汉魏 以后 周公为 先圣 人物二 先师 唐代 尊 人物二 先圣 人物一 先师,0.8881614,1,0
2586, 郑玄 笑 说 人物二 弟子 德行 言语 平事 文学 四种 科目 考察 人物一 子贡 学生 不称 官位 门第,0.8312696,1,0
2622, 人物一 子贡 一个 更 有福 或许 人物二 会 偏向 子贡,0.8071978,1,0
2657, 其三 鲁哀公 问 人物二 弟子 中 哪位 好学 人物二 说 人物一 好学 迁怒 贰 不幸 短命 死,0.849544,1,0
2729, ⑤ 醯 鸡句 庄子 田子方 载 人物二 见 老 聃 问道 人物一 说 丘之于 道 犹 醯 鸡,0.80077523,1,0
2731, 人物二 曰 人物一 好学 迁怒 贰 不幸 短命 死,0.8670108,1,0
2735, 人物二 回答 说 有个 人物一 最好 学 从不 脾气 发到 身上 重犯 同样 错误,0.80139023,1,0
2755, 这段话 意思 说 一次 人物二 弟子 人物一 请教 达到 仁 境界 人物二 回答 说 努力 约束 行为 符合 礼 要求,0.80532724,1,0
2776, 下面 庄子 描写 坐忘 故事 一次 人物一 告诉 人物二 说 功夫 大有 进步 忘 仁义 人物二 认为 不够 深刻,0.83885187,1,0
2779, 人物二 曰 人物一 好学 迁怒 贰,0.8792878,1,0
2801, 人物二 最新 小品 终于 露出 庐山真面目 搭档 辽宁 籍 演员 人物一 杨冰 宋小宝 沈阳 没有 出现 小品 中,0.8224616,1,0
2848, 人物二 便 说 人物一 学习 已经 达到 升堂 程度 没有 入室,0.8119799,1,0
2930, 人物二 常 弟子 谈 志向 每次 人物一 抢先 发言 多数 谈 勇敢 教 勇敢 打仗,0.84821105,1,0
2966, 人物二 听 高兴 手扶 车子 一手 指着 子路 说 人物一 愚顽 粗劣 真是 难以 教化,0.81263834,1,0
2980, 人物二 说 人物一 拥有 千辆 兵车 国家 里 管理 军事 知道 是不是 做到 仁,0.8275641,1,0
3005, 这种 情况 人物二 一行 只得 兵团 演了 一场 一场 每演 一场 之后 人物二 会 兵团 领导 提 一次 调 人物一 事,0.8013029,1,0
3135, 任务 结局 受 合并 之后 五岳 派 掌门 人物二 邀请 带领 嵩山 派 精英 弟子 参观 思过 崖 秘洞 中 失传 五岳 派 精妙 剑招 最后 人物一 所杀,0.84776986,1,0
3137, 人物二 洛阳 人物一 外祖 王元霸 令狐冲 怀有 笑 做 江湖 曲谱 复见疑 于元 霸 父子 曲谱 林家 祖传 辟邪 剑谱,0.8495448,1,0
3145, 忠厚老实 看见 师父 杀 人物一 感到 震惊 喊 一声 惊动 人物二 引来 杀身之祸,0.840202,1,0
3170, 人物一 丹阳 郡 今属 江苏省 句容 三国 吴 道士 人物二 学 道 并入 深山 修道,0.8369535,1,0
3194, 第五十三回 戴宗 智取 人物一 李逵 斧劈 人物二,0.8156958,1,0
3203, 第五十二回 戴宗 智取 人物一 李逵 斧劈 人物二,0.83606255,1,0
3205, 第五十三回 戴宗 智取 人物一 李逵 斧劈 人物二,0.8156958,1,0
3207, 回 戴宗 二取 人物一 李逵 独劈 人物二,0.80562055,1,0
3219, 第五十二回 戴宗 二取 人物一 李逵 独劈 人物二,0.81165504,1,0
3224, 第五十三回 戴宗 智取 人物一 李逵 斧劈 人物二,0.8156958,1,0
3270, 值得一提的是 最后 一演 人物二 更 出彩 角色 包袱 交给 扮演 精神病 徒弟 人物一,0.8565877,1,0
3271, 人物二 弟子 中 人物一 算是 比较 出 挑 一个,0.83246785,1,0
3272, 有意思 小品 中 小偷 人物一 送给 人物二 一本 盗墓 网友 调侃 南派 三叔 花 钱 植入 江苏 卫视 春晚,0.8350595,1,0
3305, 人物二 最新 小品 终于 露出 庐山真面目 搭档 辽宁 籍 演员 赵海燕 杨冰 人物一 沈阳 没有 出现 小品 中,0.8222345,1,0
3307, 大量 网友 反映 小品 十分 搞笑 人物一 小品 中 极其 出彩 先后 两次 人物二 逗笑,0.8308599,1,0
3383, 一天 人物一 师父 人物二 说 已经 学会 传神 武功 迷踪 拳 请 收下 徒 我会 好好 努力,0.814549,1,0
3422, 程 徒弟 人物一 梁小龙 饰 报仇 刘振声 一起 拜师 人物二,0.828816,1,0
3439, 人物 信息 王秀芝 当年 万人空巷 观看 一部 香港 电视剧 王秀芝 人物二 中 人物一 相爱 日本 女子,0.8342063,1,0
3442, 人物一 人物 介绍 人物一 湖北 襄阳 居于 上海 徐汇区 中国 清末 武术家 人物二 弟子,0.82376295,1,0
3445, 说 倪匡 亚洲 电视节目 今夜 不设防 之中 说 陈 真是 真有 其人 报纸 人物二 治丧 名单 有着 人物一 名字,0.82013905,1,0
3448, 人物二 徒弟 人物一 石天龙 饰 师傅 报仇 杀 日本 领事 日本 浪人 追杀,0.8503533,1,0
3457, 人物二 人物一 风靡 中国 内地 成为 世纪 年代 初 香港 最负 盛名 武打 明星,0.80410063,1,0
3461, 熟悉 新版 人物二 中 陈 真的 扮演者 吴越 舞台 一展 英雄 风姿 本月 日 人物一 大师 亲赴 北京 参加 排练,0.8133321,1,0
3505, 译文 人物一 人物二 学习 唱歌 没有 学完 人物二 技艺 学尽 告辞 回家,0.80768067,1,0
3510, 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 学尽 告辞 回去,0.80763453,1,0
3512, 人物一 学 讴 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 学尽 告辞 回去,0.83936673,1,0
3516, 译文 人物一 人物二 学习 唱歌 未曾 学完 人物二 唱歌 技巧 已经 完全 学会 便 告辞 回家,0.82930773,1,0
3518, 人物一 讴 译文 译文 人物一 人物二 学习 唱歌 没有 学完 人物二 技艺 学尽 告辞 回家,0.83623654,1,0
3526, 人物一 听 便 人物二 道歉 要求 返回 继续 人物二 学习 唱歌 一辈子 不再 说 回去 事,0.8215443,1,0
3531, 薜 谭学 讴 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 说 已经 学完 告辞 回去,0.8084304,1,0
3532, 人物一 听 便 人物二 道歉 要求 返回 继续 人物二 学习 唱歌 一辈子 不再 说 回去 事,0.8215443,1,0
3534, 人物一 人物二 学习 唱歌 没有 学完 人物二 技艺 学尽 告辞 回家,0.81078905,1,0
3539, 人物一 学 讴 列子 这则 寓言 说 人物一 人物二 学习 唱歌 认为 已经 学到 老师 本领 辞别 老师 回家,0.82166207,1,0
3546, 歌云 译文 人物一 人物二 学习 唱歌 没有 人物二 本领 完全 学到 手 没有 可学 告辞 回家,0.81195647,1,0
3547, 人物一 听 便 人物二 道歉 要求 返回 继续 人物二 学习 唱歌 一辈子 不再 说辞 事,0.82173145,1,0
3553, 遏云 译文 人物一 人物二 学习 唱歌 没有 人物二 本领 完全 学到 手 没有 可学 告辞 回家,0.81221366,1,0
3554, 列子 汤 问篇 译文 人物一 人物二 学习 唱歌 未曾 学完 人物二 唱歌 技巧 已经 完全 学会 便 告辞 回家,0.8031094,1,0
3555, 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 说 已经 学完 告辞 回去,0.80875206,1,0
3557, 人物一 讴 原文 人物一 学 讴 原文 人物二 未穷 青之技 自谓 遂 辞,0.8031703,1,0
3560, 绕梁三日 典源 译文 人物一 人物二 学习 唱歌 没有 人物二 本领 完全 学到 手 没有 可学 告辞 回家,0.81187564,1,0
3561, 列子 汤问 译文 人物一 人物二 学习 唱歌 未曾 学完 人物二 唱歌 技巧 已经 完全 学会 便 告辞 回家,0.8026704,1,0
3567, 人物二 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 说 已经 学完 告辞 回去,0.8072677,1,0
3568, 歌梁 典源 译文 人物一 人物二 学习 唱歌 没有 人物二 本领 完全 学到 手 没有 可学 告辞 回家,0.81133556,1,0
3570, 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 说 已经 学完 告辞 回去,0.80875206,1,0
3573, 人物一 译文 人物一 人物二 学习 唱歌 没有 学尽 人物二 技艺 说 已经 学完 告辞 回去,0.80990267,1,0
3627, 年 韩国 围棋 国手 战 中 芮迺伟 打败 人物一 取得 挑战权 决赛 力克 人物二 夺冠 轰动 韩国 世界 棋坛,0.8172345,1,0
3639, 上届 杯赛 中 人物一 九段 连胜 局 最后 一局 人物二 九段 相遇 时 挡住 连胜 势头 最后 战胜 人物二 夺得 冠军,0.8395613,1,0
3642, 巧合 年 常昊 届 中国 天元战 中 挑战 马晓春 成功 人物一 届 韩国 天元战 决赛 里 击败 师父 人物二,0.8023098,1,0
3721, 人物二 术 论述 大大 超过 申不害 话 弟子 人物一 李斯 不敢 奉教 这是 明白,0.85045433,1,0
3723, 先秦 诸子 之中 真正 宣传 游说 进行 严肃 思考 研究 应该 说 孟子 人物二 人物一,0.82258284,1,0
3752, 秦国 丞相 李斯 一同 问学于 人物二 李斯 人物一,0.8740071,1,0
3779, 人物一 沈阳 参加 人物二 杯 二人转 大奖赛 现场 发挥 特别 赛后 觉得 没戏,0.8466166,1,0
