sent_id,entity1,entity2,sent
TRAIN_SENT_ID_250536,宁采臣,燕赤霞,宁采臣 反过来 提醒 小倩 ， 燕赤霞 就 住 在 隔壁 ， 千万 小心 ！
TRAIN_SENT_ID_250537,宁采臣,燕赤霞,"倩女幽魂 1 内容简介 : 书生 宁采臣 收账 不成 , 无处 可归 , 遂 夜宿 鬼寺 兰若 寺 , 遇上 侠士 燕赤霞 , 二人 成为 邻居 。"
TRAIN_SENT_ID_250538,宁采臣,燕赤霞,宁采臣 思念 小倩时 做梦 其死 后 变 做 鬼魂 ， 产生 了 一段 荡气回肠 的 人 鬼 爱情 ， 其中 还有 朋友 燕赤霞 发生 的 种种 趣事 。
TRAIN_SENT_ID_250539,宁采臣,燕赤霞,妖怪 欲 杀害 宁采臣 ， 幸在 聂小倩 和 燕赤霞 帮助 下 躲过一劫 。
TRAIN_SENT_ID_250540,宁采臣,燕赤霞,燕赤霞 从 宁采臣 口中 得知 潮海镇 外 妖魅 横行 ， 是因为 小镇 西 20 里外 的 兰若 寺 中 盘据 着 ， 就是 这个 横行霸道 的 千年 树妖 姥姥 。
TRAIN_SENT_ID_250541,宁采臣,燕赤霞,阴险 狡诈 的 吕子 凯为 扫除 自己 仕途 上 的 障碍 ， 与 王 知府 、 鬼姥共 谋害 宁采臣 、 燕赤霞 … …
TRAIN_SENT_ID_250542,宁采臣,燕赤霞,燕赤霞 喜欢 宁采臣 的 大丈夫 气概 ， 但 要 试试 宁采臣 的 胆量 ， 看 他 能不能 熬 到 天明 。
TRAIN_SENT_ID_250543,宁采臣,燕赤霞,鉴于 港台 当时 大红大紫 的 人气 电影 《 倩女幽魂 》 ， 游戏 的 主角 也 相应 设定 为 燕赤霞 ， 同伴 则 成 了 小倩 和 宁采臣 。
TRAIN_SENT_ID_250544,宁采臣,燕赤霞,作词 ： 吉吉 （ 念白 出自 《 倩女幽魂 》 I ） 作曲 ： 千草仙 演唱 ： 白口口 唐寅 后期 ： 盐助 配音 ： 宁采臣 、 燕赤霞
TRAIN_SENT_ID_250545,宁采臣,燕赤霞,故事 描述 书生 宁采臣 到 兰若 寺 躲雨 ， 被 道士 燕赤霞 所 拒绝
TRAIN_SENT_ID_250546,宁采臣,燕赤霞,何然 角色 剧情 : 何然 《 轩辕剑 一 》 剧情 : 注 ： 燕赤霞 为何 然聂小倩 为 江如红 宁采臣 为 杨坤硕
TRAIN_SENT_ID_250547,宁采臣,燕赤霞,回到 长春 镇 ， 只见 镇民 似乎 被 下 咒 似的 无法 说话 ， 百思不得其解 之下 ， 燕赤霞 与 宁采臣 仍 是 到 旅店 用饭 。
TRAIN_SENT_ID_250548,宁采臣,燕赤霞,突然 ， 少女 的 眼中 闪过 一阵 红光 ， 两眼 失去 神采 ， 她 疯狂 地 开始 攻击 燕赤霞 和 宁采臣 。
TRAIN_SENT_ID_250549,宁采臣,燕赤霞,故事 发生 于 一个 朝政 混乱 、 民生 困苦 的 朝代 ， 宁采臣 助小倩 转世 ， 又 与 燕赤霞 分手 后 ， 无辜 被 诬陷 入狱 。
TRAIN_SENT_ID_250550,宁采臣,燕赤霞,宁采臣 觉得 太 奇怪 了 ， 便 起身 问 燕赤霞 ， 并 把 刚才 所 看到 的 情节 都 告诉 了 燕赤霞 。
TRAIN_SENT_ID_250551,宁采臣,燕赤霞,该剧 讲述 了 狐 妖 聂小倩 、 书生 宁采臣 和 猎 妖师 燕赤霞 三人 之间 千回百转 的 人妖 虐恋 。
TRAIN_SENT_ID_250552,宁采臣,燕赤霞,宁采臣 用 其 功夫 打 走 了 破屋 的 贼人 ， 从此 “ 英雄 ” 事迹 威名 远扬 ， 并且 与 重出江湖 的 燕赤霞 组成 出名 的 “ 捉 鬼 二人组 ” 。
TRAIN_SENT_ID_250553,宁采臣,燕赤霞,"内容简介 : 书生 宁采臣 ( 张国荣 饰 ) 收账 不成 , 无处 可归 , 遂 夜宿 鬼寺 兰若 寺 , 遇上 侠士 燕赤霞 ( 午马 饰 ) , 二人 成为 邻居 。"
TRAIN_SENT_ID_250554,宁采臣,燕赤霞,可 选 角色 为 ： 宦娘 、 宁采臣 、 燕赤霞 、 阿宝 ， 其中 宦娘 的 武器 为 笛 ， 宁采臣 的 武器 为 伞 ， 燕赤霞 的 武器 为 剑 ， 阿宝 的 武器 为 扇 。
TRAIN_SENT_ID_250555,宁采臣,燕赤霞,第二天 ， 宁采臣 恐怕 燕赤霞 外出 ， 便 早早 到 他 房里 ， 邀请 他 喝酒 。
TRAIN_SENT_ID_250556,宁采臣,燕赤霞,燕赤霞 、 小倩 、 宁采臣
TRAIN_SENT_ID_250557,宁采臣,燕赤霞,宁采臣 与 傅 青风 几经 辛苦 到 兰若 寺 寻得 燕赤霞 相助 ， 正邪 之间 遂 展开 一 倩女幽魂 之道 道 道场 生死 大战 ...
TRAIN_SENT_ID_250558,宁采臣,燕赤霞,燕宁 两人 跳出 圈外 ， 由 左右 两边 攻 向 少女 ， 果然 ， 那 姑娘 一时 反应 不及 ， 燕赤霞 架住 兵刃 ， 宁采臣 说 了 声 ： 『 得罪 了 ！
TRAIN_SENT_ID_250559,宁采臣,燕赤霞,而 燕赤霞 在 听 了 宁采臣 的 讲述 此事 的 缘由 后 ， 认为 老和尚 慧澄 的 行为 很 是 荒谬 ， 决定 要 帮助 宁采臣 和 小倩 。
TRAIN_SENT_ID_250560,宁采臣,燕赤霞,将 宁采臣 安顿 好后 ， 燕赤霞 便 手执 长剑 向 兰若 寺 走 去 。
TRAIN_SENT_ID_250561,宁采臣,燕赤霞,书生 宁采臣 去 收租 ， 夜宿 金华 寺 ， 结识 剑客 燕赤霞 。
TRAIN_SENT_ID_250562,宁采臣,燕赤霞,宁采臣 顿时 想起 燕赤霞 送给 他 的 破 皮袋 ， 于是 ， 他 赶忙 把 袋子 拿 下来 挂到 别的 房间 去 了 。
TRAIN_SENT_ID_250563,宁采臣,燕赤霞,众人 被 国师 所困 ， 只有 宁采臣 与 傅 清风 逃出 生天 ， 二人 一路上 生死与共 遂定 情 并 在 兰若 寺 找到 燕赤霞 打败 蜈蚣 精 。
TRAIN_SENT_ID_250564,宁采臣,燕赤霞,燕赤霞 找到 凤凰 塔 ， 在 塔 的 底层 见到 宁采臣 ， 就 向 宁采臣 致上 谢意 ， 并 询问 宁采臣 为何 要 来 凤凰 塔 。
TRAIN_SENT_ID_250565,宁采臣,燕赤霞,宁采臣 请 燕赤霞 将 小倩 从 千年 树妖 的 控制 下 解救出来 ， 并且 不要 让 老和尚 慧澄 伤害 她 。
TRAIN_SENT_ID_251990,苏蓉蓉,楚留香,而 解语 这个 角色 的 温柔 气质 就 有如 楚留香 身边 温柔 解语 ， 安排 日常 起居 的 苏蓉蓉 ，
TRAIN_SENT_ID_251991,苏蓉蓉,楚留香,楚留香 瞧 了 瞧 苏蓉蓉 ， 道 ： 「 跟你走 ？
TRAIN_SENT_ID_251992,苏蓉蓉,楚留香,他 早已 听 楚留香 说 过 ， 李红袖 、 宋甜儿 和 苏蓉蓉 这 三个 女孩子 的 身世 都 很 悲惨 ， 都 是 孤儿 。
TRAIN_SENT_ID_251993,苏蓉蓉,楚留香,虽然 ， 苏茫茫 也 爱 着 楚留香 ， 但 最后 还是 离开 了 香帅 ， 原因 不详 ， 也许 是 不 甘心 作 苏蓉蓉 的 替身 吧 。
TRAIN_SENT_ID_251994,苏蓉蓉,楚留香,“ — — 由 爱生恨 ， 设计 杀 楚留香 的 ” 午夜 兰花 先生 “ 苏蓉蓉 。
TRAIN_SENT_ID_251995,苏蓉蓉,楚留香,云仙 告诉 楚留香 杀死 苏蓉蓉 哥哥 的 凶手 仇 震天 在 顺 天府 。
TRAIN_SENT_ID_251996,苏蓉蓉,楚留香,楚留香 曾 对 朋友 说 ， 如果 世上 还有 一个 人 离开 他 他 就 活不了 ， 那么 这个 人 一定 就是 苏蓉蓉 。
TRAIN_SENT_ID_251997,苏蓉蓉,楚留香,看 三年 一班 班长 楚留香 与 三年 一班 打架 天王 陆小凤 如何 针锋相对 ; 看 学园 校花 苏樱 与 温柔 第一 苏蓉蓉 如何 争夺 香帅 !
TRAIN_SENT_ID_251998,苏蓉蓉,楚留香,楚留香 不 可以 没有 苏蓉蓉 ， 那艘 豪华 的 大 船上 ， 她 是 他 可以 停泊 的 港湾 。
TRAIN_SENT_ID_251999,苏蓉蓉,楚留香,主角 楚留香 苏蓉蓉 ， 更是 抢夺 电影 巨星 赵雅芝 焦点 。
TRAIN_SENT_ID_252000,苏蓉蓉,楚留香,楚留香 遂 联同 苏蓉蓉 共同 查探 ， 在 经历 生死 之中 ， 楚留香 和 蓉蓉 竟 不知不觉 渐生 情愫 … …
TRAIN_SENT_ID_252001,苏蓉蓉,楚留香,船上 苏蓉蓉 突然 问起 潜入 罗刹 之门 的 计画 ， 楚留香 将 她 打 到 在 地 ， 苏蓉蓉 愤然离去 。
TRAIN_SENT_ID_252002,苏蓉蓉,楚留香,其实 告诉 司空 远 这些 信息 的 就是 化 了 妆 的 楚留香 和 苏蓉蓉 。
TRAIN_SENT_ID_252003,苏蓉蓉,楚留香,— — 由 爱生恨 ， 设计 杀 楚留香 的 「 午夜 兰花 先生 」 苏蓉蓉 。
TRAIN_SENT_ID_252004,苏蓉蓉,楚留香,楚留香 与 苏蓉蓉 ( 16 张 )
TRAIN_SENT_ID_252005,苏蓉蓉,楚留香,楚留香 与 苏蓉蓉 ( 10 张 )
TRAIN_SENT_ID_252006,苏蓉蓉,楚留香,— — 由 爱生恨 ， 设计 杀 楚留香 的 “ 午夜 兰花 先生 ” 苏蓉蓉 。
TRAIN_SENT_ID_252007,苏蓉蓉,楚留香,（ 古龙 《 楚留香 传奇 》 系列 中 人物 ） : 苏蓉蓉 ， 古龙 武侠小说 《 楚留香 传奇 》 中 的 人物 ， 是 香帅 楚留香 的 红颜 知己 。
TRAIN_SENT_ID_252008,苏蓉蓉,楚留香,蓉蓉 找到 楚留香 和 甜儿 ， 说明 情况 ， 原来 她 不 但是 苏蓉蓉 也 是 琵琶 公主 ， 她 要 他们 走 ， 只是 怕 月亮 城 的 内乱 会 连累 他们 。
TRAIN_SENT_ID_252009,苏蓉蓉,楚留香,12 . 众人 登上 留香 居 ， 看到 李红袖 与 宋甜儿 十分 焦急 ， 原来 苏蓉蓉 在 楚留香 下船 后 也 紧跟着 去 了 青城 ， 可是 到 现在 还 没有 回来 。
TRAIN_SENT_ID_252010,苏蓉蓉,楚留香,苏蓉蓉 栽赃 嫁祸 楚留香 的 原因 原来 是 为了 那座 琥珀 观音 。
TRAIN_SENT_ID_252011,苏蓉蓉,楚留香,楚留香 和 苏蓉蓉 决定 分头 行动 ， 苏蓉蓉 赴 神水宫 ， 而 楚留香 则 赴 云岭 镇去 追查 鸿福 镖局 血案 。
TRAIN_SENT_ID_252012,苏蓉蓉,楚留香,楚留香 新传 苏蓉蓉 : 是 香帅 楚留香 的 红颜 知己 最 心爱 的 女人 。
TRAIN_SENT_ID_252013,苏蓉蓉,楚留香,古龙 笔下 的 风流潇洒 的 盗帅 ， 继 《 桃花 传奇 》 后 ， 楚留香 又 将 遇到 怎样 的 麻烦 ， 他 与 苏蓉蓉 之间 又 将 经历 怎样 的 感情纠葛 ？
TRAIN_SENT_ID_252014,苏蓉蓉,楚留香,阴姬令 楚留香 和 苏蓉蓉 去 江南 调查 线索 。
TRAIN_SENT_ID_252015,苏蓉蓉,楚留香,当然 ， 由于 黑珍珠 与 苏蓉蓉 、 李红袖 、 宋甜儿 始终 未曾 现身 ， 楚留香 还 必须 继续 追寻 她们 的 下落 。
TRAIN_SENT_ID_252016,苏蓉蓉,楚留香,楚留香 的 CP 是 华真真 或者 苏蓉蓉 … …
TRAIN_SENT_ID_252017,苏蓉蓉,楚留香,4 . 画面 切 到 留香 居 楚留香 处 ， 楚留香 在 留香 居上 接到 飞鸽传书 ， 楚留香 和 苏蓉蓉 说 改变 航线 ， 前往 青城 。
TRAIN_SENT_ID_252018,苏蓉蓉,楚留香,那 人 拜托 楚留香 送 苏蓉蓉 去 广州 宋之秋家 。
TRAIN_SENT_ID_252019,苏蓉蓉,楚留香,电影 讲述 在 一次 决战 中 ， 苏蓉蓉 为 楚留香 而 死 ， 香帅 哀伤 内疚 ， 从此 消失 江湖 ， 因此 ， 江湖 上 盛传 楚留香 已经 死 了 。
TRAIN_SENT_ID_252020,苏蓉蓉,楚留香,那 怎能 忘却 楚留香 身边 的 三位 红颜 知己 苏蓉蓉 ， 李红袖 和 宋甜儿 呢 ？
